,db_id,original_sql
1345,job,SELECT * FROM title t WHERE t.kind_id>4 AND t.production_year<1987;
1346,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.person_id>981637;"
1347,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year=2012 AND mc.company_id<5653;"
1348,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=22318;"
1349,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND t.production_year<1995 AND ci.person_id<2817171 AND ci.role_id<8;"
1350,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<3236072;"
1351,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<2012 AND mc.company_type_id>1 AND ci.role_id<4;"
1352,job,SELECT * FROM movie_companies mc WHERE mc.company_id=82239 AND mc.company_type_id>1;
1353,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>567 AND mc.company_type_id=2;"
1354,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=8615;
1355,job,SELECT * FROM movie_companies mc WHERE mc.company_id<28356 AND mc.company_type_id=1;
1356,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1997;"
1357,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>1914 AND mk.keyword_id>7772;"
1358,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=1 AND t.production_year<1948 AND mi.info_type_id=18;"
1359,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND t.production_year>2004 AND mc.company_id>72809 AND mc.company_type_id>1 AND ci.person_id>2777587 AND ci.role_id>1;"
1360,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id>1750 AND mi_idx.info_type_id>100;"
1361,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=4 AND t.production_year<2010 AND mk.keyword_id>77075;"
1362,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id>114014 AND mc.company_type_id=2;"
1363,job,SELECT * FROM cast_info ci WHERE ci.person_id>1589654 AND ci.role_id<10;
1364,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year>1936 AND mi.info_type_id=107;"
1365,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id=3200;"
1366,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id>99 AND mk.keyword_id<4333;"
1367,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=1 AND t.production_year>2011 AND mc.company_id=122780;"
1368,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=2005 AND mk.keyword_id<865;"
1369,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>1290293 AND ci.role_id=5;"
1370,job,SELECT * FROM movie_companies mc WHERE mc.company_id=1905 AND mc.company_type_id=1;
1371,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1976 AND ci.role_id>2;"
1372,job,SELECT * FROM movie_companies mc WHERE mc.company_id=2187 AND mc.company_type_id>1;
1373,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=8052;
1374,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1985 AND ci.person_id>318669;"
1375,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year>1967 AND ci.person_id=176905;"
1376,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=10768;
1377,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2002 AND mk.keyword_id<613;"
1378,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=1980;"
1379,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=1 AND t.production_year=1992;"
1380,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND t.production_year<2008 AND mc.company_type_id>1 AND ci.person_id<34053 AND ci.role_id<2;"
1381,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year<2011 AND ci.person_id>2055705;"
1382,job,SELECT * FROM cast_info ci WHERE ci.person_id>1349589;
1383,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<1213;"
1384,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id>18722;"
1385,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id>1131;"
1386,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year>1983 AND ci.person_id=1044842;"
1387,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year>2010 AND mc.company_id<160 AND mc.company_type_id<2;"
1388,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>30182;"
1389,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<2007 AND mi.info_type_id=16;"
1390,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>6 AND t.production_year<1986 AND mi_idx.info_type_id>100;"
1391,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id<2 AND mk.keyword_id>73302;"
1392,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=2 AND t.production_year>2002;"
1393,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id>7156;"
1394,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year>1950 AND ci.person_id>2766384 AND ci.role_id<6 AND mi_idx.info_type_id>101;"
1395,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year>0 AND mi.info_type_id<105;"
1396,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2009 AND mi_idx.info_type_id=100;"
1397,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id>94757;"
1398,job,SELECT * FROM cast_info ci WHERE ci.person_id=562621;
1399,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<19812;
1400,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id>680;"
1401,job,SELECT * FROM movie_companies mc WHERE mc.company_id<86882 AND mc.company_type_id=2;
1402,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>2011 AND mi_idx.info_type_id>100;"
1403,job,SELECT * FROM cast_info ci WHERE ci.person_id=1662187;
1404,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id>72552;"
1405,job,SELECT * FROM cast_info ci WHERE ci.person_id<1430838;
1406,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<9297;"
1407,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=44355;"
1408,job,SELECT * FROM movie_companies mc WHERE mc.company_id<128 AND mc.company_type_id>1;
1409,job,SELECT * FROM cast_info ci WHERE ci.person_id>454761 AND ci.role_id=1;
1410,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<11770 AND mc.company_type_id=1;"
1411,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=2002 AND mi_idx.info_type_id<101 AND mk.keyword_id>16264;"
1412,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2012 AND mc.company_id<11 AND mc.company_type_id=1 AND mi_idx.info_type_id<101;"
1413,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id>1 AND mk.keyword_id>5106;"
1414,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2006 AND ci.person_id>187484;"
1415,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id>3 AND t.production_year<1989;"
1416,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND ci.person_id>1733942 AND mk.keyword_id>20003;"
1417,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<1698802;"
1418,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<11716;
1419,job,SELECT * FROM cast_info ci WHERE ci.person_id=794036;
1420,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<2 AND t.production_year>2003 AND mi.info_type_id>15;"
1421,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year=1982 AND ci.person_id<1059141;"
1422,job,SELECT * FROM title t WHERE t.kind_id>4 AND t.production_year>1972;
1423,job,SELECT * FROM cast_info ci WHERE ci.person_id<2091590 AND ci.role_id>4;
1424,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id>71657;"
1425,job,SELECT * FROM cast_info ci WHERE ci.person_id>2760460;
1426,job,SELECT * FROM cast_info ci WHERE ci.person_id>1259304 AND ci.role_id>10;
1427,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year=1979 AND mi_idx.info_type_id=100;"
1428,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year<2011 AND mc.company_id<17460 AND mc.company_type_id>1 AND mi_idx.info_type_id<101;"
1429,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=5328;"
1430,job,SELECT * FROM movie_companies mc WHERE mc.company_id>45499;
1431,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>1973 AND mi.info_type_id>16;"
1432,job,SELECT * FROM cast_info ci WHERE ci.person_id=3188675 AND ci.role_id<10;
1433,job,SELECT * FROM movie_companies mc WHERE mc.company_id=663 AND mc.company_type_id=2;
1434,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mi.info_type_id=7 AND mk.keyword_id>1064;"
1435,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year=2003 AND mc.company_id<18794 AND mc.company_type_id<2 AND mi.info_type_id=6;"
1436,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year=1985 AND ci.person_id<3984235 AND ci.role_id=3;"
1437,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<4226;
1438,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=3 AND t.production_year>2000 AND mi_idx.info_type_id<100;"
1439,job,SELECT * FROM cast_info ci WHERE ci.person_id<3663838 AND ci.role_id>1;
1440,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2002 AND mk.keyword_id=503;"
1441,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year>2008 AND mi.info_type_id>16;"
1442,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>2012 AND mc.company_id<73 AND ci.person_id>2593181 AND ci.role_id=4;"
1443,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year=2005 AND mc.company_type_id>1 AND ci.person_id<604413 AND ci.role_id=3;"
1444,job,SELECT * FROM cast_info ci WHERE ci.person_id=294108;
1445,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<2007 AND mi.info_type_id=2;"
1446,job,SELECT * FROM cast_info ci WHERE ci.person_id<3117922 AND ci.role_id=1;
1447,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year<2004 AND mk.keyword_id=782;"
1448,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND mc.company_id>4625 AND mc.company_type_id<2;"
1449,job,SELECT * FROM movie_companies mc WHERE mc.company_id=17297 AND mc.company_type_id>1;
1450,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id<21489 AND mc.company_type_id=2;"
1451,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year=2011 AND ci.person_id>959880 AND ci.role_id=3 AND mi.info_type_id>8;"
1452,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year=2007 AND ci.role_id=5;"
1453,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>2004 AND ci.person_id>395340 AND ci.role_id=1 AND mk.keyword_id>500;"
1454,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2048400;"
1455,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<1558699 AND ci.role_id>5;"
1456,job,SELECT * FROM movie_companies mc WHERE mc.company_id>22368;
1457,job,SELECT * FROM cast_info ci WHERE ci.person_id>679587 AND ci.role_id=6;
1458,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<11172;
1459,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=3015;
1460,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mc.company_type_id>1 AND mk.keyword_id=7682;"
1461,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>1955 AND ci.person_id=3138029 AND ci.role_id>3;"
1462,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>1911 AND mc.company_id<6;"
1463,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2006 AND mk.keyword_id<550;"
1464,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id=1998 AND mc.company_type_id=1 AND mi.info_type_id=7;"
1465,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>2009 AND mc.company_id<1129;"
1466,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>969;"
1467,job,SELECT * FROM movie_companies mc WHERE mc.company_id<47874 AND mc.company_type_id=1;
1468,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2003 AND mi_idx.info_type_id>100;"
1469,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<3266;
1470,job,SELECT * FROM movie_companies mc WHERE mc.company_id<12832;
1471,job,SELECT * FROM title t WHERE t.kind_id<3 AND t.production_year<2006;
1472,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year<2007 AND mc.company_id=1640;"
1473,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<2 AND mi_idx.info_type_id=99;"
1474,job,SELECT * FROM cast_info ci WHERE ci.person_id<2907937;
1475,job,SELECT * FROM cast_info ci WHERE ci.person_id<956725;
1476,job,SELECT * FROM movie_companies mc WHERE mc.company_id<38120 AND mc.company_type_id=1;
1477,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2012 AND mi.info_type_id>15;"
1478,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year>1996 AND mi_idx.info_type_id=101;"
1479,job,SELECT * FROM movie_companies mc WHERE mc.company_id<132947 AND mc.company_type_id<2;
1480,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id>981 AND mi.info_type_id<3;"
1481,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=4 AND t.production_year=2013 AND mk.keyword_id>35815;"
1482,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<1954 AND mk.keyword_id>3;"
1483,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=1997 AND mi_idx.info_type_id>99 AND mk.keyword_id>26087;"
1484,job,SELECT * FROM cast_info ci WHERE ci.person_id<2823457;
1485,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<858;
1486,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=3 AND t.production_year>2008 AND mc.company_id=7264 AND mc.company_type_id=2;"
1487,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year>1959 AND ci.person_id<407361 AND ci.role_id>1;"
1488,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>2008 AND mi_idx.info_type_id>99;"
1489,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id>37127;"
1490,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=2 AND t.production_year=2005 AND ci.person_id>2956058;"
1491,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id=59232;"
1492,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id=293554 AND ci.role_id<2 AND mi.info_type_id>16;"
1493,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year>1929 AND mi.info_type_id<7;"
1494,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=103;
1495,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=4 AND t.production_year=1982;"
1496,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>2011 AND mk.keyword_id>16372;"
1497,job,SELECT * FROM cast_info ci WHERE ci.person_id>1481023;
1498,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=28287;
1499,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=37032;
1500,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2005 AND mi_idx.info_type_id>100;"
1501,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=1965 AND ci.person_id<2712954 AND ci.role_id<2 AND mi.info_type_id=16;"
1502,job,SELECT * FROM movie_companies mc WHERE mc.company_id>11781 AND mc.company_type_id=1;
1503,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id<11245 AND mc.company_type_id<2 AND mi.info_type_id>4;"
1504,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<64232;"
1505,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2010;"
1506,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year<2001 AND mk.keyword_id>3534;"
1507,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id=72366;"
1508,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=2003 AND mi.info_type_id>7;"
1509,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id>28957;"
1510,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id=16024 AND mc.company_type_id=2;"
1511,job,SELECT * FROM cast_info ci WHERE ci.person_id=471698;
1512,job,SELECT * FROM cast_info ci WHERE ci.person_id>383938 AND ci.role_id<4;
1513,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year>2001 AND ci.person_id>246185 AND ci.role_id>8;"
1514,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id<160 AND mc.company_type_id=2 AND mi_idx.info_type_id>99;"
1515,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id=21075 AND mc.company_type_id<2;"
1516,job,SELECT * FROM cast_info ci WHERE ci.person_id>762190;
1517,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id>7876 AND mk.keyword_id<47;"
1518,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_type_id>1 AND ci.role_id>7;"
1519,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=3 AND mi_idx.info_type_id=99;"
1520,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mc.company_id<3721 AND mk.keyword_id>115;"
1521,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id<117863 AND ci.role_id>1 AND mi_idx.info_type_id<100;"
1522,job,SELECT * FROM cast_info ci WHERE ci.person_id<1495180 AND ci.role_id=5;
1523,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.role_id>9 AND mk.keyword_id=2643;"
1524,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<2108;
1525,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>13787;
1526,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>18445;"
1527,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.person_id>3152016;"
1528,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>1488047 AND ci.role_id=2 AND mi_idx.info_type_id<101;"
1529,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=1 AND t.production_year>1994 AND mi.info_type_id=8;"
1530,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<15600;
1531,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year=1992 AND mc.company_id>6 AND mc.company_type_id>1;"
1532,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id>500;"
1533,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year=2011 AND mi.info_type_id>7;"
1534,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year<2007 AND mk.keyword_id=5144;"
