,Unnamed: 0.1,Unnamed: 0,db_id,original_sql,rewritten_sql,activated_rules,latency_org,latency_new,original_logical_plan
1036,,1828,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2059297 AND ci.role_id<10 AND mi_idx.info_type_id>101;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2005) AS t INNER JOIN (SELECT * FROM cast_info WHERE person_id = 2431555) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],1.330529769,1.300706943,
1037,324.0,324,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2114200 AND ci.role_id>2 AND mi_idx.info_type_id>101;",SELECT * FROM title AS title61 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2114200 AND role_id > 2) AS t222 ON title61.id = t222.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 101) AS t223 ON title61.id = t223.movie_id,['FILTER_INTO_JOIN'],2.079591354,2.022669633,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1038,,1603,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2164387 AND ci.role_id>10 AND mi_idx.info_type_id=101;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 2005) AS t INNER JOIN (SELECT * FROM cast_info WHERE person_id = 1801897) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'FILTER_SCAN']",1.316712777,1.283342679,
1039,,1777,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2172839 AND ci.role_id<8 AND mi_idx.info_type_id=99;",SELECT * FROM title AS title59 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2172839 AND role_id < 8) AS t213 ON title59.id = t213.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t214 ON title59.id = t214.movie_id,['FILTER_INTO_JOIN'],3.32659936,3.264256398,
1040,,1599,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>219872 AND ci.role_id=8;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 3 AND production_year = 1988) AS t INNER JOIN (SELECT * FROM movie_info WHERE info_type_id > 16) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 5069) AS t1 ON t.id = t1.movie_id,"['FILTER_INTO_JOIN', 'FILTER_SCAN', 'JOIN_CONDITION_PUSH']",2.053688049,2.037796338,
1041,1616.0,1616,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2400433 AND ci.role_id<3 AND mi_idx.info_type_id=99;",SELECT * FROM title AS title61 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2400433 AND role_id < 3) AS t222 ON title61.id = t222.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t223 ON title61.id = t223.movie_id,['FILTER_INTO_JOIN'],3.729621967,3.679378986,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1042,,757,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2506254 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 2007) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 7851 AND company_type_id > 1) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 1326) AS t1 ON t.id = t1.movie_id,['FILTER_INTO_JOIN'],0.323861599,0.280136665,
1043,844.0,844,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2611687 AND ci.role_id=2;",SELECT * FROM title AS title60 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2611687 AND role_id = 2) AS t158 ON title60.id = t158.movie_id INNER JOIN movie_info_idx AS movie_info_idx60 ON title60.id = movie_info_idx60.movie_id,['FILTER_INTO_JOIN'],4.546412706,4.500415881,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1044,496.0,496,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2646915 AND mi_idx.info_type_id<101;",SELECT * FROM title AS title59 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2646915) AS t213 ON title59.id = t213.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t214 ON title59.id = t214.movie_id,['FILTER_INTO_JOIN'],13.20906997,13.1071864,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1045,,321,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2871241 AND ci.role_id>2 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 2281 AND company_type_id = 2) AS t0 ON t.id = t0.movie_id,"['FILTER_SCAN', 'FILTER_REDUCE_EXPRESSIONS', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']",0.134227355,0.111317396,
1046,,1427,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>307957;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 2006) AS t INNER JOIN movie_companies ON t.id = movie_companies.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id > 78503) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],29.62333679,25.353127,
1047,424.0,424,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>3728768 AND ci.role_id>10;",SELECT * FROM title AS title61 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 3728768 AND role_id > 10) AS t162 ON title61.id = t162.movie_id INNER JOIN movie_info_idx AS movie_info_idx61 ON title61.id = movie_info_idx61.movie_id,['FILTER_INTO_JOIN'],2.635538578,2.584881624,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1048,,199,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>509542 AND ci.role_id>3 AND mi_idx.info_type_id>101;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2008) AS t INNER JOIN movie_info ON t.id = movie_info.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 28744) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],12.19965442,10.09263873,
1049,,4,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>681261 AND ci.role_id>1 AND mi_idx.info_type_id=99;",SELECT * FROM title INNER JOIN (SELECT * FROM cast_info WHERE person_id > 681261 AND role_id > 1) AS t ON title.id = t.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t0 ON title.id = t0.movie_id,['FILTER_INTO_JOIN'],14.27884674,13.17869504,
1050,1033.0,1033,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>850358 AND ci.role_id>1 AND mi_idx.info_type_id=99;",SELECT * FROM title INNER JOIN (SELECT * FROM cast_info WHERE person_id > 850358 AND role_id > 1) AS t ON title.id = t.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t0 ON title.id = t0.movie_id;,"['FILTER_INTO_JOIN', 'FILTER_REDUCE_EXPRESSIONS', 'JOIN_CONDITION_PUSH', 'JOIN_REDUCE_EXPRESSIONS']",12.89360897,12.85733302,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1051,,112,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>914574 AND mi_idx.info_type_id=100;",SELECT * FROM title AS title60 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 914574) AS t218 ON title60.id = t218.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 100) AS t219 ON title60.id = t219.movie_id,['FILTER_INTO_JOIN'],2.869247615,2.760738194,
1052,,246,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.role_id<10 AND mi_idx.info_type_id>99;",SELECT * FROM (SELECT * FROM title WHERE production_year > 2003) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 258 AND company_type_id < 2) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2716426 AND role_id = 3) AS t1 ON t.id = t1.movie_id,"['FILTER_INTO_JOIN', 'FILTER_SCAN']",3.523002783,3.07410566,
1053,,384,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<2 AND t.production_year=2009 AND ci.person_id>71729;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year = 2006) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 68) AS t0 ON t.id = t0.movie_id INNER JOIN cast_info ON t.id = cast_info.movie_id,['FILTER_INTO_JOIN'],1.892922401,1.823072751,
1054,,1233,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<2 AND t.production_year>1968 AND ci.person_id<3893598 AND ci.role_id>1 AND mi_idx.info_type_id>101;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 2 AND production_year > 1968) AS t271 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 3893598 AND role_id > 1) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 101) AS t273 ON t271.id = t273.movie_id,['FILTER_INTO_JOIN'],30.69626021,29.3987267,
1055,60.0,60,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<3 AND t.production_year<1966;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 3 AND production_year < 1966) AS t155 INNER JOIN cast_info AS cast_info59 ON t155.id = cast_info59.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t155.id = movie_info_idx59.movie_id,['FILTER_INTO_JOIN'],13.49981952,12.80440748,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1056,,1929,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<4 AND t.production_year<1992 AND ci.person_id>1087495;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year > 1981) AS t INNER JOIN (SELECT * FROM cast_info WHERE person_id < 578210 AND role_id = 1) AS t0 ON t.id = t0.movie_id INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id,"['JOIN_CONDITION_PUSH', 'FILTER_INTO_JOIN']",5.488590717,5.434972366,
1057,115.0,115,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<6 AND t.production_year=2007 AND ci.person_id<56790 AND mi_idx.info_type_id=99;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 6 AND production_year = 2007) AS t276 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 56790) AS t277 ON t276.id = t277.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t278 ON t276.id = t278.movie_id,['FILTER_INTO_JOIN'],1.953034957,1.828301032,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1058,1463.0,1463,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND ci.person_id=3268003 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7) AS t271 INNER JOIN (SELECT * FROM cast_info WHERE person_id = 3268003) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t273 ON t271.id = t273.movie_id,['FILTER_INTO_JOIN'],1.389185111,1.380226692,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1059,353.0,353,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND ci.person_id>203770 AND ci.role_id>2 AND mi_idx.info_type_id>101;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7) AS t271 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 203770 AND role_id > 2) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 101) AS t273 ON t271.id = t273.movie_id,['FILTER_INTO_JOIN'],2.336607218,2.282986959,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1060,,350,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND ci.person_id>532528 AND mi_idx.info_type_id=99;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year < 2004) AS t INNER JOIN movie_companies ON t.id = movie_companies.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id = 4041770 AND role_id > 8) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],1.965642532,1.819001595,
1061,1439.0,1439,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year<1995 AND ci.person_id<560076 AND ci.role_id=1 AND mi_idx.info_type_id<100;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year < 1995) AS t282 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 560076 AND role_id = 1) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 100) AS t284 ON t282.id = t284.movie_id,['FILTER_INTO_JOIN'],3.725173394,3.566692034,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1062,,1927,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=1939 AND mi_idx.info_type_id<100;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year = 2013) AS t INNER JOIN movie_companies ON t.id = movie_companies.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 309) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],0.312139591,0.289081017,
1063,,1708,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=2001 AND ci.person_id<470347 AND ci.role_id>1 AND mi_idx.info_type_id=101;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 2 AND production_year = 1996) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 72363 AND company_type_id < 2) AS t0 ON t.id = t0.movie_id INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id,['FILTER_INTO_JOIN'],1.729976972,1.683702787,
1064,,1588,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=2007 AND ci.person_id=3800935 AND ci.role_id>5 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year = 2007) AS t282 INNER JOIN (SELECT * FROM cast_info WHERE person_id = 3800935 AND role_id > 5) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t284 ON t282.id = t284.movie_id,['FILTER_INTO_JOIN'],0.28982536,0.260775646,
1065,,90,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=2008 AND ci.person_id>2318904 AND ci.role_id=5;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 2 AND production_year < 1999) AS t INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id,"['FILTER_INTO_JOIN', 'FILTER_MERGE', 'JOIN_CONDITION_PUSH']",1.88645498,1.802274545,
1066,1628.0,1628,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=2009 AND ci.role_id=5 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year = 2009) AS t276 INNER JOIN (SELECT * FROM cast_info WHERE role_id = 5) AS t277 ON t276.id = t277.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t278 ON t276.id = t278.movie_id,['FILTER_INTO_JOIN'],2.946545362,2.895666281,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1067,1312.0,1312,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=2010 AND ci.role_id>4 AND mi_idx.info_type_id>100;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year = 2010) AS t271 INNER JOIN (SELECT * FROM cast_info WHERE role_id > 4) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t273 ON t271.id = t273.movie_id,['FILTER_INTO_JOIN'],3.011830648,2.828728199,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1068,,939,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=2013;",SELECT * FROM title INNER JOIN cast_info ON title.id = cast_info.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 1013) AS t ON title.id = t.movie_id,['FILTER_INTO_JOIN'],2.587906599,2.373766184,
1069,661.0,661,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1941 AND mi_idx.info_type_id<100;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 1941) AS t217 INNER JOIN cast_info AS cast_info60 ON t217.id = cast_info60.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 100) AS t218 ON t217.id = t218.movie_id,['FILTER_INTO_JOIN'],17.62670501,17.41027053,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1070,478.0,478,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1970 AND ci.person_id>2432216 AND ci.role_id>1 AND mi_idx.info_type_id>100;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 1970) AS t276 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2432216 AND role_id > 1) AS t277 ON t276.id = t277.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t278 ON t276.id = t278.movie_id,['FILTER_INTO_JOIN'],7.872467597,7.829366048,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1071,,303,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1976 AND ci.role_id<10 AND mi_idx.info_type_id>100;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2005) AS t INNER JOIN (SELECT * FROM cast_info WHERE person_id > 3132323 AND role_id > 10) AS t0 ON t.id = t0.movie_id INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id,['FILTER_INTO_JOIN'],3.460032622,2.720508734,
1072,959.0,959,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1984 AND ci.person_id>2229520 AND ci.role_id<4 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 1984) AS t277 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2229520 AND role_id < 4) AS t278 ON t277.id = t278.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t279 ON t277.id = t279.movie_id,['FILTER_INTO_JOIN'],6.092427254,6.037861665,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1073,1082.0,1082,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1998 AND mi_idx.info_type_id>100;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 1998) AS t222 INNER JOIN cast_info AS cast_info61 ON t222.id = cast_info61.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t223 ON t222.id = t223.movie_id,['FILTER_INTO_JOIN'],12.57352893,11.44681231,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1074,,1797,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2010 AND ci.person_id<3054241 AND ci.role_id=2 AND mi_idx.info_type_id=101;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 2010) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 13989) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 335) AS t1 ON t.id = t1.movie_id,"['FILTER_SCAN', 'FILTER_PROJECT_TRANSPOSE', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH', 'JOIN_REDUCE_EXPRESSIONS', 'JOIN_PROJECT_BOTH_TRANSPOSE', 'FILTER_CORRELATE']",3.329560916,3.275855541,
1075,,1683,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2011 AND ci.person_id>2173234 AND ci.role_id>3 AND mi_idx.info_type_id=100;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 111169 AND company_type_id > 1) AS t ON title.id = t.movie_id INNER JOIN movie_info_idx ON title.id = movie_info_idx.movie_id,['FILTER_INTO_JOIN'],0.197956324,0.16829594,
1076,725.0,725,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND ci.person_id<1106164;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1) AS t222 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 1106164) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_info_idx AS movie_info_idx61 ON t222.id = movie_info_idx61.movie_id,['FILTER_INTO_JOIN'],11.88027891,11.53783162,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1077,,781,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND ci.person_id<1245139 AND ci.role_id>10 AND mi_idx.info_type_id=100;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1998) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 16708) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],0.124243339,0.103125652,
1078,,1892,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND ci.person_id<1366932 AND ci.role_id>5;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 4) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 4963 AND company_type_id = 1) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t1 ON t.id = t1.movie_id,['FILTER_INTO_JOIN'],0.878715277,0.840455214,
1079,,800,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND ci.person_id<2878634 AND ci.role_id<2;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year < 2007) AS t INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id INNER JOIN movie_keyword ON t.id = movie_keyword.movie_id,"['FILTER_INTO_JOIN', 'FILTER_SCAN', 'JOIN_CONDITION_PUSH']",2.982730309,2.901120822,
