,Unnamed: 0,db_id,original_sql,rewritten_sql,activated_rules,original_logical_plan
143,143,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>2007;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year > 2007) AS t155 INNER JOIN cast_info AS cast_info59 ON t155.id = cast_info59.movie_id INNER JOIN movie_keyword AS movie_keyword59 ON t155.id = movie_keyword59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
144,144,imdb,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id<36275;",SELECT * FROM title AS title61 INNER JOIN movie_info_idx AS movie_info_idx61 ON title61.id = movie_info_idx61.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 36275) AS t162 ON title61.id = t162.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
145,145,imdb,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id<3015 AND ci.role_id=1;",SELECT * FROM title AS title59 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 3015) AS t213 ON title59.id = t213.movie_id INNER JOIN (SELECT * FROM cast_info WHERE role_id = 1) AS t214 ON title59.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
146,146,imdb,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND mc.company_type_id=2 AND mk.keyword_id<898;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1) AS t277 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id = 2) AS t278 ON t277.id = t278.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 898) AS t279 ON t277.id = t279.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
147,147,imdb,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<2 AND mi_idx.info_type_id>99;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 2) AS t213 INNER JOIN movie_info AS movie_info59 ON t213.id = movie_info59.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 99) AS t214 ON t213.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
148,148,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>2 AND t.production_year<2007 AND mi_idx.info_type_id=100;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 2 AND production_year < 2007) AS t213 INNER JOIN cast_info AS cast_info59 ON t213.id = cast_info59.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 100) AS t214 ON t213.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
149,149,imdb,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id<92918 AND mc.company_type_id=2;",SELECT * FROM title AS title60 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 92918 AND company_type_id = 2) AS t158 ON title60.id = t158.movie_id INNER JOIN movie_info AS movie_info60 ON title60.id = movie_info60.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
150,150,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id<618546 AND mi.info_type_id>2;",SELECT * FROM title AS title59 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 618546) AS t213 ON title59.id = t213.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id > 2) AS t214 ON title59.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
151,151,imdb,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id>4 AND t.production_year>1994;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 4 AND production_year > 1994) AS t155 INNER JOIN movie_companies AS movie_companies59 ON t155.id = movie_companies59.movie_id INNER JOIN movie_keyword AS movie_keyword59 ON t155.id = movie_keyword59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
152,152,imdb,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id>9312;",SELECT * FROM title INNER JOIN movie_companies ON title.id = movie_companies.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 9312) AS t ON title.id = t.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
153,153,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=1994 AND ci.person_id>2102548 AND ci.role_id=4 AND mi.info_type_id=4;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1994) AS t282 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2102548 AND role_id = 4) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 4) AS t284 ON t282.id = t284.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
154,154,imdb,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id<8 AND mk.keyword_id<3052;",SELECT * FROM title AS title59 INNER JOIN (SELECT * FROM movie_info WHERE info_type_id < 8) AS t213 ON title59.id = t213.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 3052) AS t214 ON title59.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
155,155,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id<3465010 AND ci.role_id=1 AND mi_idx.info_type_id=100;",SELECT * FROM title AS title60 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 3465010 AND role_id = 1) AS t218 ON title60.id = t218.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 100) AS t219 ON title60.id = t219.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
156,156,imdb,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id<110778;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 110778) AS t ON title.id = t.movie_id INNER JOIN movie_info ON title.id = movie_info.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
157,157,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year>1968 AND mi_idx.info_type_id=100;",SELECT * FROM (SELECT * FROM title WHERE production_year > 1968) AS t218 INNER JOIN cast_info AS cast_info60 ON t218.id = cast_info60.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 100) AS t219 ON t218.id = t219.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
158,158,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1997;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 1997) AS t162 INNER JOIN movie_companies AS movie_companies61 ON t162.id = movie_companies61.movie_id INNER JOIN movie_info_idx AS movie_info_idx61 ON t162.id = movie_info_idx61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
159,159,imdb,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id>99 AND mk.keyword_id<4333;",SELECT * FROM title AS title61 INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 99) AS t222 ON title61.id = t222.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 4333) AS t223 ON title61.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
160,160,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1976 AND ci.role_id>2;","SELECT * FROM (SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 1976) AS t, (SELECT * FROM cast_info WHERE role_id > 2) AS t0 WHERE t.id = t0.movie_id) AS t1, movie_keyword WHERE t1.id = movie_keyword.movie_id;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
161,161,imdb,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id>7156;",SELECT * FROM title AS title59 INNER JOIN movie_companies AS movie_companies59 ON title59.id = movie_companies59.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 7156) AS t155 ON title59.id = t155.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
162,162,imdb,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year>0 AND mi.info_type_id<105;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year > 0) AS t217 INNER JOIN (SELECT * FROM movie_info WHERE info_type_id < 105) AS t218 ON t217.id = t218.movie_id INNER JOIN movie_keyword AS movie_keyword60 ON t217.id = movie_keyword60.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
163,163,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2006 AND ci.person_id>187484;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 2006) AS t213 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 187484) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_keyword AS movie_keyword59 ON t213.id = movie_keyword59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
164,164,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND ci.person_id>1733942 AND mk.keyword_id>20003;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1) AS t282 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 1733942) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 20003) AS t284 ON t282.id = t284.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
165,165,imdb,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mi.info_type_id=7 AND mk.keyword_id>1064;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7) AS t282 INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 7) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 1064) AS t284 ON t282.id = t284.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
166,166,imdb,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year=2003 AND mc.company_id<18794 AND mc.company_type_id<2 AND mi.info_type_id=6;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year = 2003) AS t271 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 18794 AND company_type_id < 2) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 6) AS t273 ON t271.id = t273.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
167,167,imdb,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year=2005 AND mc.company_type_id>1 AND ci.person_id<604413 AND ci.role_id=3;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2005) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id > 1) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id < 604413 AND role_id = 3) AS t1 ON t.id = t1.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
168,168,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<2007 AND mi.info_type_id=2;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year < 2007) AS t218 INNER JOIN cast_info AS cast_info60 ON t218.id = cast_info60.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 2) AS t219 ON t218.id = t219.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
169,169,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>2004 AND ci.person_id>395340 AND ci.role_id=1 AND mk.keyword_id>500;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year > 2004) AS t INNER JOIN (SELECT * FROM cast_info WHERE person_id > 395340 AND role_id = 1) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 500) AS t1 ON t.id = t1.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
170,170,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>1955 AND ci.person_id=3138029 AND ci.role_id>3;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year > 1955) AS t218 INNER JOIN (SELECT * FROM cast_info WHERE person_id = 3138029 AND role_id > 3) AS t219 ON t218.id = t219.movie_id INNER JOIN movie_info_idx AS movie_info_idx60 ON t218.id = movie_info_idx60.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
171,171,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year>1929 AND mi.info_type_id<7;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 1929) AS t222 INNER JOIN cast_info AS cast_info61 ON t222.id = cast_info61.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id < 7) AS t223 ON t222.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
172,172,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=1965 AND ci.person_id<2712954 AND ci.role_id<2 AND mi.info_type_id=16;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1965) AS t271 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 2712954 AND role_id < 2) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 16) AS t273 ON t271.id = t273.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
173,173,imdb,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2010;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year < 2010) AS t162 INNER JOIN movie_companies AS movie_companies61 ON t162.id = movie_companies61.movie_id INNER JOIN movie_keyword AS movie_keyword61 ON t162.id = movie_keyword61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
174,174,imdb,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year<2001 AND mk.keyword_id>3534;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year < 2001) AS t217 INNER JOIN movie_info_idx AS movie_info_idx60 ON t217.id = movie_info_idx60.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 3534) AS t218 ON t217.id = t218.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
175,175,imdb,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=2003 AND mi.info_type_id>7;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2003) AS t213 INNER JOIN (SELECT * FROM movie_info WHERE info_type_id > 7) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_keyword AS movie_keyword59 ON t213.id = movie_keyword59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
176,176,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>1488047 AND ci.role_id=2 AND mi_idx.info_type_id<101;",SELECT * FROM title AS title61 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 1488047 AND role_id = 2) AS t222 ON title61.id = t222.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t223 ON title61.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
177,177,imdb,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND ci.person_id<2787296 AND ci.role_id>1;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7) AS t222 INNER JOIN movie_companies AS movie_companies61 ON t222.id = movie_companies61.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id < 2787296 AND role_id > 1) AS t223 ON t222.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
178,178,imdb,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year>1979 AND mc.company_type_id<2 AND mi.info_type_id>4;",SELECT * FROM (SELECT * FROM title WHERE production_year > 1979) AS t282 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id < 2) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id > 4) AS t284 ON t282.id = t284.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
179,179,imdb,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id<3080;",SELECT * FROM title AS title59 INNER JOIN movie_companies AS movie_companies59 ON title59.id = movie_companies59.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 3080) AS t155 ON title59.id = t155.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
180,180,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id>2778165 AND ci.role_id<4;",SELECT * FROM title AS title61 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2778165 AND role_id < 4) AS t162 ON title61.id = t162.movie_id INNER JOIN movie_info AS movie_info61 ON title61.id = movie_info61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
181,181,imdb,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year>2005 AND mc.company_id>11402 AND mk.keyword_id>115;",SELECT * FROM (SELECT * FROM title WHERE production_year > 2005) AS t282 INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 11402) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 115) AS t284 ON t282.id = t284.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
182,182,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<1167912 AND ci.role_id>6;",SELECT * FROM title AS title61 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 1167912 AND role_id > 6) AS t162 ON title61.id = t162.movie_id INNER JOIN movie_keyword AS movie_keyword61 ON title61.id = movie_keyword61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
183,183,imdb,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id<7265 AND mc.company_type_id=2;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 7265 AND company_type_id = 2) AS t ON title.id = t.movie_id INNER JOIN movie_keyword ON title.id = movie_keyword.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
184,184,imdb,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year>1966;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 1966) AS t INNER JOIN movie_companies ON t.id = movie_companies.movie_id INNER JOIN movie_info ON t.id = movie_info.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
185,185,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2506254 AND mi_idx.info_type_id<101;","SELECT * FROM (SELECT * FROM title, (SELECT * FROM cast_info WHERE person_id > 2506254) AS t WHERE title.id = t.movie_id) AS t0, (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t1 WHERE t0.id = t1.movie_id;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
186,186,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year=1967 AND ci.person_id>1942435 AND ci.role_id>1 AND mi.info_type_id<15;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year = 1967) AS t282 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 1942435 AND role_id > 1) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id < 15) AS t284 ON t282.id = t284.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
